Name,Link to profile,Post content,Link to post,source_topic,clean_content,source,importance,chunk_id,investors,funding_amount,funding_amount_pretty,funding_stage
GreenLite,,"GreenLite is transforming how America builds by streamlining the permitting process for developers, builders, and local governments. GreenLite pioneered AI-powered Private Plan Review (PPR), where third-party experts, supported by proprietary software, conduct official code compliance reviews instead of cities.",https://www.greenlite.com/,Construction,"GreenLite is transforming how America builds by streamlining the permitting process for developers, builders, and local governments. GreenLite pioneered AI-powered Private Plan Review (PPR), where third-party experts, supported by proprietary software, conduct official code compliance reviews instead of cities.",Startups Gallery,1.0,,"53 Stations, Craft Ventures, Grid Capital, Insight Partners, Liveoak Ventures, Trust Ventures",49500000.0,$49.5M,Series B
MarqVision,,"MarqVision’s mission is to protect and build a future shaped by original ideas, innovations, and creativity. As a leading online brand protection solution, we help global brands identify and remove counterfeits from over 1,500 platforms and thousands of rogue websites in over 118 countries.",https://www.marqvision.com/,Productivity,"MarqVision’s mission is to protect and build a future shaped by original ideas, innovations, and creativity. As a leading online brand protection solution, we help global brands identify and remove counterfeits from over 1,500 platforms and thousands of rogue websites in over 118 countries.",Startups Gallery,1.0,,"Altos Ventures, Peak Xv, Y Combinator",48000000.0,$48M,Series B
Spiral,,"Spiral is building a new class of data systems designed for what it calls the ""Third Age of Data."" Powered by Vortex, an open-source file format donated to the Linux Foundation, Spiral delivers machine-scale throughput that keeps GPUs fully utilized, unified governance across all data types, and one API for everything from embeddings to video.",https://spiraldb.com/,DevTools,"Spiral is building a new class of data systems designed for what it calls the ""Third Age of Data."" Powered by Vortex, an open-source file format donated to the Linux Foundation, Spiral delivers machine-scale throughput that keeps GPUs fully utilized, unified governance across all data types, and one API for everything from embeddings to video.",Startups Gallery,1.0,,"Amplify Partners, General Catalyst",22000000.0,$22M,Series A
Micro1,,AI recruitment engine to hire the best talent on earth. Hire from our pre-vetted talent pool instantly or use our software to vet your own talent 10x faster. We’re building the AI engine that will match 1 billion people with their dream role.,https://www.micro1.ai/,HR & Recruiting,AI recruitment engine to hire the best talent on earth. Hire from our pre-vetted talent pool instantly or use our software to vet your own talent 10x faster. We’re building the AI engine that will match 1 billion people with their dream role.,Startups Gallery,1.0,,"Companyon Ventures, Motley Fool Ventures",35000000.0,$35M,Series A
Parahelp,,"Parahelp is an AI support agent built for fast-moving software companies. Set up Parahelp in just 1 day without any engineers to automate your complex support tickets end-to-end. It integrates with your existing ticketing system (such as Zendesk, Intercom, Front), knowledge sources, tools (like Stripe, Slack, Linear), and policies.",https://parahelp.com/,AI,"Parahelp is an AI support agent built for fast-moving software companies. Set up Parahelp in just 1 day without any engineers to automate your complex support tickets end-to-end. It integrates with your existing ticketing system (such as Zendesk, Intercom, Front), knowledge sources, tools (like Stripe, Slack, Linear), and policies.",Startups Gallery,1.0,,"Alt Capital, Hanabi Capital, Y Combinator",18000000.0,$18M,Series A
Koi,,"Koi gives enterprises complete visibility and control over every piece of software - extensions, packages, apps, and AI models. By surfacing blind spots traditional tools miss, Koi helps security teams detect risks early, enforce policy, and protect endpoints without slowing innovation.",https://www.koi.security/,Cybersecurity,"Koi gives enterprises complete visibility and control over every piece of software - extensions, packages, apps, and AI models. By surfacing blind spots traditional tools miss, Koi helps security teams detect risks early, enforce policy, and protect endpoints without slowing innovation.",Startups Gallery,1.0,,"Battery Ventures, Nfx",48000000.0,$48M,Series A
Replit,,"Replit is the agentic software creation platform that enables anyone to build applications using natural language. With millions of users worldwide and over 500,000 business users, Replit is democratizing software development by removing traditional barriers to application creation.",https://replit.com/,DevTools,"Replit is the agentic software creation platform that enables anyone to build applications using natural language. With millions of users worldwide and over 500,000 business users, Replit is democratizing software development by removing traditional barriers to application creation.",Startups Gallery,1.0,,"Andreessen Horowitz, Bloomberg Beta, Coatue, Flex Capital, Prysm Capital, Reach Capital, Sv Angel, Y Combinator",250000000.0,$250M,Series C
Born,,"Born creates AI friends—companions that enter people’s lives at the right moment and stay for a lifetime. These friends are always there when needed most, making conversations, play, and connection fun. At the intersection of AI and consumer social, Born is building experiences that feel natural, joyful, and lasting.",https://www.born.com/,Consumer,"Born creates AI friends—companions that enter people’s lives at the right moment and stay for a lifetime. These friends are always there when needed most, making conversations, play, and connection fun. At the intersection of AI and consumer social, Born is building experiences that feel natural, joyful, and lasting.",Startups Gallery,1.0,,"Accel, Laton Vc",15000000.0,$15M,Series A
Aegis AI,,"We’re a team of ex-Google engineers who built some of the largest defensive platforms on the planet — Safe Browsing and reCAPTCHA. Now, we’re striking out on our own to tackle an even bigger challenge: stopping the new wave of adversarial AI attacks already hitting organizations today.",https://www.aegisai.ai/,Cybersecurity,"We’re a team of ex-Google engineers who built some of the largest defensive platforms on the planet — Safe Browsing and reCAPTCHA. Now, we’re striking out on our own to tackle an even bigger challenge: stopping the new wave of adversarial AI attacks already hitting organizations today.",Startups Gallery,1.0,,"Accel, Foundation Capital",13000000.0,$13M,Seed
CuspAI,,"While nature took billions of years to perfect molecules, we are harnessing AI to unlock trillion-dollar materials breakthroughs in months, not millennia. Our founding team is the most cited in the world, comprised of world-class researchers in AI, chemistry and engineering. We're on the cusp of the on-demand materials era.",https://www.cusp.ai/,Biotech,"While nature took billions of years to perfect molecules, we are harnessing AI to unlock trillion-dollar materials breakthroughs in months, not millennia. Our founding team is the most cited in the world, comprised of world-class researchers in AI, chemistry and engineering. We're on the cusp of the on-demand materials era.",Startups Gallery,1.0,,"Basis Set Ventures, Fj Labs, Giant Vc, Lightspeed Venture Partners, Localglobe, New Enterprise Associates, Northzone, Nventures, Temasek",100000000.0,$100M,Series A
Torus,,"Torus is building America’s next generation of power infrastructure. Its hybrid inertial-battery systems provide the same stabilizing services as conventional power plants — without combustion or chemicals. Torus technology helps utilities, data centers, and industrial and commercial customers strengthen the grid, integrate renewables, and meet rising energy demand.",https://www.torus.co/,Energy,"Torus is building America’s next generation of power infrastructure. Its hybrid inertial-battery systems provide the same stabilizing services as conventional power plants — without combustion or chemicals. Torus technology helps utilities, data centers, and industrial and commercial customers strengthen the grid, integrate renewables, and meet rising energy demand.",Startups Gallery,1.0,,"Epic Ventures, Iconiq Growth, Magnetar, Origin Ventures, Pelion Venture Partners",67000000.0,$67M,Series A
Teton,,"Teton is a Danish AI company in the healthcare sector. We develop cutting-edge deep learning and computer vision products to empower caregivers to do more with less. At Teton, we're revolutionizing the nursing experience. Our mission is to reignite nurses' passion for the art of patient care without the stress of being overworked or understaffed, the uncertainty of unpreparedness, or the burden of tedious administrative work.",https://www.teton.ai/,Healthcare,"Teton is a Danish AI company in the healthcare sector. We develop cutting-edge deep learning and computer vision products to empower caregivers to do more with less. At Teton, we're revolutionizing the nursing experience. Our mission is to reignite nurses' passion for the art of patient care without the stress of being overworked or understaffed, the uncertainty of unpreparedness, or the burden of tedious administrative work.",Startups Gallery,1.0,,"Antler, Plural, Psv",20000000.0,$20M,Series A
Fyxer,,"Fyxer AI is your inbox & meeting partner that understands how you write, thinks like you do, and handles the admin you don't enjoy. We draft email replies in your exact tone of voice, organize your chaotic inbox, and create detailed meeting notes that capture everything you need.",https://www.fyxer.com/,Productivity,"Fyxer AI is your inbox & meeting partner that understands how you write, thinks like you do, and handles the admin you don't enjoy. We draft email replies in your exact tone of voice, organize your chaotic inbox, and create detailed meeting notes that capture everything you need.",Startups Gallery,1.0,,"20vc Fund, Hf0, Lakestar, Madrona",30000000.0,$30M,Series B
The Interaction Company of California,,"Welcome to Poke, an SMS notification service by The Interaction Company of California designed to keep you connected with urgent emails that matter.",https://poke.com/,AI,"Welcome to Poke, an SMS notification service by The Interaction Company of California designed to keep you connected with urgent emails that matter.",Startups Gallery,1.0,,"Earlybird Vc, General Catalyst, Village Global",15000000.0,$15M,Seed
Cognition,,"Makers of Devin, the first AI software engineer. We are an applied AI lab building end-to-end software agents.  We’re building collaborative AI teammates that enable engineers to focus on more interesting problems and empower engineering teams to strive for more ambitious goals.",https://cognition.ai/,AI,"Makers of Devin, the first AI software engineer. We are an applied AI lab building end-to-end software agents.  We’re building collaborative AI teammates that enable engineers to focus on more interesting problems and empower engineering teams to strive for more ambitious goals.",Startups Gallery,1.0,,"8vc, Conviction Capital, Elad Gil, Founders Fund, Lux Capital",500000000.0,$500M,Series C
Rainforest,,"Rainforest is a Payments-as-a-Service (PaaS) provider. We help software companies build and optimize embedded financial services so that they can provide a best-in-class payments experience for their end merchants without the risk, compliance, and operational burdens of registering as a payments facilitator with the card networks.",https://www.rainforestpay.com/,Fintech,"Rainforest is a Payments-as-a-Service (PaaS) provider. We help software companies build and optimize embedded financial services so that they can provide a best-in-class payments experience for their end merchants without the risk, compliance, and operational burdens of registering as a payments facilitator with the card networks.",Startups Gallery,1.0,,"Accel, Boxgroup, Infinity Ventures, Matrix Partners",29000000.0,$29M,Series B
Euclid,,"Euclid Power is comprised of a team of industry-leading veterans within renewable energy project development, diligence, finance, and execution with over 6GW of PV and 3GWh of energy storage experience. We guide developers and investors through execution on projects at all stages of the project lifecycle. We offer a competitive advantage to our clients by demystifying technical and financial diligence, de-risking projects for investment, and by driving execution results through ensuring continuity throughout each respective discipline.",https://www.euclidpower.com/,Energy,"Euclid Power is comprised of a team of industry-leading veterans within renewable energy project development, diligence, finance, and execution with over 6GW of PV and 3GWh of energy storage experience. We guide developers and investors through execution on projects at all stages of the project lifecycle. We offer a competitive advantage to our clients by demystifying technical and financial diligence, de-risking projects for investment, and by driving execution results through ensuring continuity throughout each respective discipline.",Startups Gallery,1.0,,"Designer Fund, Venrock",20000000.0,$20M,Series A
Inkeep,,"Inkeep empowers enterprises to accelerate productivity with AI Agents that work alongside employees. Business users can create Inkeep Agents without technical expertise, while developers teams retain the flexibility to extend functionality through our TypeScript SDK. Inkeep agents understand your product and customers because they connect to your docs, support tickets, and feedback into one reliable source of truth.",https://inkeep.com/,AI,"Inkeep empowers enterprises to accelerate productivity with AI Agents that work alongside employees. Business users can create Inkeep Agents without technical expertise, while developers teams retain the flexibility to extend functionality through our TypeScript SDK. Inkeep agents understand your product and customers because they connect to your docs, support tickets, and feedback into one reliable source of truth.",Startups Gallery,1.0,,"Greatpoint Ventures, Khosla Ventures, Y Combinator",13000000.0,$13M,Seed
Enveda,,Enveda is a biotechnology company that is learning from life’s chemistry to create better medicines faster. Enveda uses AI-powered tools to identify and characterize a wide range of molecules produced by living organisms—the vast majority of which have never been explored by science—creating a database of chemical biodiversity: the library of life.,https://enveda.com/,Biotech,Enveda is a biotechnology company that is learning from life’s chemistry to create better medicines faster. Enveda uses AI-powered tools to identify and characterize a wide range of molecules produced by living organisms—the vast majority of which have never been explored by science—creating a database of chemical biodiversity: the library of life.,Startups Gallery,1.0,,"Microsoft, Premji Invest, True Ventures",150000000.0,$150M,Series D
Supersonik,,"Supersonik AI Agents deliver instant, personalized, interactive, and multi-language product demos at scale, combining the discovery, qualification, and demonstration steps for a faster sales cycle and increased revenue. They are replacing outdated sales cycles with smart, dynamic AI-driven experiences.",https://supersonik.ai/,AI,"Supersonik AI Agents deliver instant, personalized, interactive, and multi-language product demos at scale, combining the discovery, qualification, and demonstration steps for a faster sales cycle and increased revenue. They are replacing outdated sales cycles with smart, dynamic AI-driven experiences.",Startups Gallery,1.0,,Andreessen Horowitz,5000000.0,$5M,Seed
Sola Security,,"San Francisco, United States",https://sola.security/,,"San Francisco, United States",Startups Gallery,1.0,,"Glilot Capital Partners, M12, Section 32",,,
Augment,,"We are building autonomous AI assistants for the Logistics world with first focus on Freight and Trucking brokerage. Augments agents execute all the tedious mundane work so operators can focus on things that matter. The AI assistants work 24x7, improve process accuracy, and reduce the time operators spend on manual operations, leading to improved profitability.",https://www.goaugment.com/,Logistics,"We are building autonomous AI assistants for the Logistics world with first focus on Freight and Trucking brokerage. Augments agents execute all the tedious mundane work so operators can focus on things that matter. The AI assistants work 24x7, improve process accuracy, and reduce the time operators spend on manual operations, leading to improved profitability.",Startups Gallery,1.0,,"8vc, Meritech Capital, Redpoint Ventures, Shopify Ventures",85000000.0,$85M,Series A
Hello Patient,,"Hello Patient is transforming healthcare communication through advanced conversational AI. After spending 3.5 years scaling Carbon Health's technology during its hypergrowth, their founding team witnessed firsthand how much clinical time gets wasted on basic communication—great clinicians buried in administrative work, patients frustrated by missed connections and phone tag.",https://www.hellopatient.com/,Healthcare,"Hello Patient is transforming healthcare communication through advanced conversational AI. After spending 3.5 years scaling Carbon Health's technology during its hypergrowth, their founding team witnessed firsthand how much clinical time gets wasted on basic communication—great clinicians buried in administrative work, patients frustrated by missed connections and phone tag.",Startups Gallery,1.0,,"8vc, Bling Capital, Scale Venture Partners",22500000.0,$22.5M,Series A
Sierra,,"At Sierra, we’re creating a platform to help businesses build better, more human customer experiences with AI. We are primarily an in-person company based in San Francisco, with growing offices in Atlanta, New York, and London.",https://sierra.ai/,AI,"At Sierra, we’re creating a platform to help businesses build better, more human customer experiences with AI. We are primarily an in-person company based in San Francisco, with growing offices in Atlanta, New York, and London.",Startups Gallery,1.0,,"Conviction Capital, Greenoaks, Iconiq Growth, Thrive Capital",350000000.0,$350M,Series A
Recall.ai,,"Recall.ai is the API to get recordings, transcripts, and metadata from Zoom, Google Meet, Microsoft Teams, Webex, Slack, In-person meetings, and more.",https://www.recall.ai/,AI,"Recall.ai is the API to get recordings, transcripts, and metadata from Zoom, Google Meet, Microsoft Teams, Webex, Slack, In-person meetings, and more.",Startups Gallery,1.0,,"Bessemer Venture Partners, Bungalow Capital, Hubspot Ventures, Irregular Expressions, Pioneer Fund, Rebel Fund, Ridge Ventures, Y Combinator",38000000.0,$38M,Series B
Orchard,,"Orchard is securing America’s food supply by building the AI farmer that automates the nation’s farms. Their mission is to help farmers produce more food for the world, more profitably and sustainably than ever before.",https://www.orchard.ai/,Food,"Orchard is securing America’s food supply by building the AI farmer that automates the nation’s farms. Their mission is to help farmers produce more food for the world, more profitably and sustainably than ever before.",Startups Gallery,1.0,,"Contrary Capital, General Catalyst, Mythos Ventures, Quiet Capital, Shine Capital",22000000.0,$22M,Series A
Exa,,"Exa was built with a simple goal — to organize all knowledge. After several years of heads-down research, we developed novel representation learning techniques and crawling infrastructure so that LLMs can intelligently find relevant information.",https://exa.ai/,AI,"Exa was built with a simple goal — to organize all knowledge. After several years of heads-down research, we developed novel representation learning techniques and crawling infrastructure so that LLMs can intelligently find relevant information.",Startups Gallery,1.0,,"Benchmark, Lightspeed Venture Partners, Nventures, Pioneer Fund, Y Combinator",85000000.0,$85M,Series B
You,,"You.com is the enterprise AI productivity platform redefining knowledge work with trusted, customizable AI agents. Built by leading AI researchers, it combines real-time web search, private RAG, and modular, model-agnostic architecture to power agentic workflows that deliver measurable business results.",https://you.com/,AI,"You.com is the enterprise AI productivity platform redefining knowledge work with trusted, customizable AI agents. Built by leading AI researchers, it combines real-time web search, private RAG, and modular, model-agnostic architecture to power agentic workflows that deliver measurable business results.",Startups Gallery,1.0,,"Day One Ventures, Georgian, Norwest Venture Partners, Nventures, Radical Ventures, Socium Ventures, Softbank Vision Fund",100000000.0,$100M,Series C
HappyRobot,,"HappyRobot is the AI-native operating system (OS) for supply chain enterprises — evolving manual work into autonomous operations that deliver resilience, speed, and growth. Acting as a central brain, the OS maps your organization, anticipates risks before they materialize, and mobilizes an AI workforce to act in real time. As an AI partner, HappyRobot works side by side with supply chain enterprises, leveraging our expertise to ensure AI initiatives succeed and the transformation to autonomous operations becomes reality.",https://www.happyrobot.ai/,Logistics,"HappyRobot is the AI-native operating system (OS) for supply chain enterprises — evolving manual work into autonomous operations that deliver resilience, speed, and growth. Acting as a central brain, the OS maps your organization, anticipates risks before they materialize, and mobilizes an AI workforce to act in real time. As an AI partner, HappyRobot works side by side with supply chain enterprises, leveraging our expertise to ensure AI initiatives succeed and the transformation to autonomous operations becomes reality.",Startups Gallery,1.0,,"Andreessen Horowitz, Array Vc",44000000.0,$44M,Series B
Human Behavior,,"Human Behavior watches your session replays so you don't have to. Using AI, we analyze user behavior, identify key moments, and make your product insights searchable and actionable.",https://www.humanbehavior.co/,Analytics,"Human Behavior watches your session replays so you don't have to. Using AI, we analyze user behavior, identify key moments, and make your product insights searchable and actionable.",Startups Gallery,1.0,,,5000000.0,$5M,Seed
Kite,,"Kite is building the foundational infrastructure for the agentic internet. It is the first system that enables autonomous agents to authenticate, transact, and operate independently in real-world environments.",https://gokite.ai/,Web3,"Kite is building the foundational infrastructure for the agentic internet. It is the first system that enables autonomous agents to authenticate, transact, and operate independently in real-world environments.",Startups Gallery,1.0,,"8vc, Alumni Ventures, Essence Venture Capital, General Catalyst",18000000.0,$18M,Series A
Copper,,Copper is building an Energy Storage Enabled (ESE) induction stove with load shifting capabilities for power utilities. They embed batteries directly into household appliances and create a network of energy storage enabled appliances that can plug into any normal power outlet (all other induction stoves require 240V wiring).,https://copperhome.com/,Food,Copper is building an Energy Storage Enabled (ESE) induction stove with load shifting capabilities for power utilities. They embed batteries directly into household appliances and create a network of energy storage enabled appliances that can plug into any normal power outlet (all other induction stoves require 240V wiring).,Startups Gallery,1.0,,"Collaborative Fund, Designer Fund, Prelude Ventures, Voyager Ventures",28000000.0,$28M,Series A
M0,,"M0 is the universal stablecoin platform. With M0, builders can create their own stablecoins, and customize attributes such as branding, compliance behaviors, and yield distribution mechanics. By leveraging M0, businesses can monetize their digital dollar use cases and maintain control over their money tech stack, while not being burdened by operational heavy-lifting.",https://www.m0.org/,Web3,"M0 is the universal stablecoin platform. With M0, builders can create their own stablecoins, and customize attributes such as branding, compliance behaviors, and yield distribution mechanics. By leveraging M0, businesses can monetize their digital dollar use cases and maintain control over their money tech stack, while not being burdened by operational heavy-lifting.",Startups Gallery,1.0,,"Bain Capital Ventures, Pantera Capital, Polychain Capital, Ribbit Capital",40000000.0,$40M,Series B
Framer,,"Framer offers a powerful, no-code website builder for designers & teams to create professional, fully functional websites—without developers. Enjoy full design freedom, a powerful CMS, built-in SEO, and real-time collaboration.",https://www.framer.com,Design,"Framer offers a powerful, no-code website builder for designers & teams to create professional, fully functional websites—without developers. Enjoy full design freedom, a powerful CMS, built-in SEO, and real-time collaboration.",Startups Gallery,1.0,,"Accel, Atomico, Foundation Capital, Meritech Capital",100000000.0,$100M,Series D
Central,,"Central kills back-office work for startups. While HR/payroll platforms give you software to figure it out, Central actually does all the work using AI agents and human experts: payroll, benefits, compliance, accounting, taxes, and more.",https://centralhq.com/,Productivity,"Central kills back-office work for startups. While HR/payroll platforms give you software to figure it out, Central actually does all the work using AI agents and human experts: payroll, benefits, compliance, accounting, taxes, and more.",Startups Gallery,1.0,,"Alumni Ventures, First Round Capital, Ritual Capital, Y Combinator",8600000.0,$8.6M,Seed
Artificial Societies,,"Artificial Societies uses AI to simulate large groups of people and how they interact. Companies like Anthropic and 11x are using Artificial Societies to predict how their marketing and content will perform in a simulation of their target customers, before launching in the real world.",https://www.societies.io/,AI,"Artificial Societies uses AI to simulate large groups of people and how they interact. Companies like Anthropic and 11x are using Artificial Societies to predict how their marketing and content will perform in a simulation of their target customers, before launching in the real world.",Startups Gallery,1.0,,"Kindred Ventures, Point72 Ventures, Y Combinator",5300000.0,$5.3M,Seed
Debut,,"Debut is building the future of beauty with cutting-edge AI and biotechnology, creating high-performing, innovative ingredients and formulations that propel the industry forward. The company specializes in scientifically-discovered, clinically-proven and inherently sustainable ingredients that provide maximum efficacy.",https://www.debutbiotech.com/,Consumer,"Debut is building the future of beauty with cutting-edge AI and biotechnology, creating high-performing, innovative ingredients and formulations that propel the industry forward. The company specializes in scientifically-discovered, clinically-proven and inherently sustainable ingredients that provide maximum efficacy.",Startups Gallery,1.0,,"F Prime Capital, Gs Futures",20000000.0,$20M,Series B
Attio,,"Attio is the AI-native CRM for the next era of companies. Built to adapt to any business, Attio gives companies the power to understand every customer, automate at scale, and build their go-to-market systems exactly as they need. 1000s of companies, including AI leaders like Lovable, Granola, Modal, and Replicate use Attio to power their go-to-market.",https://attio.com/,Productivity,"Attio is the AI-native CRM for the next era of companies. Built to adapt to any business, Attio gives companies the power to understand every customer, automate at scale, and build their go-to-market systems exactly as they need. 1000s of companies, including AI leaders like Lovable, Granola, Modal, and Replicate use Attio to power their go-to-market.",Startups Gallery,1.0,,"01 Advisors, Balderton Capital, Google Ventures, Headline, Passion Capital, Point Nine, Redpoint Ventures",52000000.0,$52M,Series B
Hades Mining,,"We are a modern mining company that thinks technology first. Designed for longevity, our technology is helping shape a future for mining that is sustainable, responsible, and independent.",https://www.hades.com,Energy,"We are a modern mining company that thinks technology first. Designed for longevity, our technology is helping shape a future for mining that is sustainable, responsible, and independent.",Startups Gallery,1.0,,"Headline, Project A",18000000.0,$18M,Seed
Eyebot,,"Eyebot is an outcome-focused technology company on a mission to make vision care accessible to everyone, equally. Headquartered in Boston’s North End and backed by top investors and the National Science Foundation, their 90-second vision test kiosk is reshaping how vision care is delivered.",https://www.eyebot.co/,Health & Wellness,"Eyebot is an outcome-focused technology company on a mission to make vision care accessible to everyone, equally. Headquartered in Boston’s North End and backed by top investors and the National Science Foundation, their 90-second vision test kiosk is reshaping how vision care is delivered.",Startups Gallery,1.0,,"Alleycorp, General Catalyst, Village Global",20000000.0,$20M,Series A
Aurasell,,"Aurasell is redefining the modern sales tech stack with AI. Our platform automates tedious workflows, provides real-time insights, and delivers intelligent sales agents that help reps close more deals, faster. We're on a mission to build the new operating system for go-to-market teams — one that's data-driven, proactive, and truly intelligent.",https://www.aurasell.ai/,Productivity,"Aurasell is redefining the modern sales tech stack with AI. Our platform automates tedious workflows, provides real-time insights, and delivers intelligent sales agents that help reps close more deals, faster. We're on a mission to build the new operating system for go-to-market teams — one that's data-driven, proactive, and truly intelligent.",Startups Gallery,1.0,,"Menlo Ventures, Next47, Unusual Ventures",30000000.0,$30M,Seed
Solidroad,,Increase CSAT without increasing cost with the AI QA & training platform that reviews 100% of your customer conversations. Generate individualized training simulations for human reps and refinement recommendations for AI agents.,https://www.solidroad.com/,Productivity,Increase CSAT without increasing cost with the AI QA & training platform that reviews 100% of your customer conversations. Generate individualized training simulations for human reps and refinement recommendations for AI agents.,Startups Gallery,1.0,,"First Round Capital, Y Combinator",6500000.0,$6.5M,Seed
Interhuman,,"Interhuman AI is the social intelligence layer for AI, enabling machines to understand the 93% of human communication that happens non-verbally. By analyzing facial expressions, body language, voice tonality, and conversational context in real-time, our technology transforms basic AI interactions into meaningful conversations.",https://www.interhuman.ai/,AI,"Interhuman AI is the social intelligence layer for AI, enabling machines to understand the 93% of human communication that happens non-verbally. By analyzing facial expressions, body language, voice tonality, and conversational context in real-time, our technology transforms basic AI interactions into meaningful conversations.",Startups Gallery,1.0,,"Antler, Psv",2300000.0,$2.3M,Pre-Seed
Oway,,"Oway is a rideshare freight platform that sells unused space in actively moving trucks at up to 50% off market rates. Trusted by thousands of businesses from multi-billion dollar enterprises to small mom-and-pops, Oway is cheaper, faster, and safer than traditional freight alternatives - while being great for the environment too.",https://www.shipoway.com/,Transportation,"Oway is a rideshare freight platform that sells unused space in actively moving trucks at up to 50% off market rates. Trusted by thousands of businesses from multi-billion dollar enterprises to small mom-and-pops, Oway is cheaper, faster, and safer than traditional freight alternatives - while being great for the environment too.",Startups Gallery,1.0,,"General Catalyst, Pioneer Fund, Soma Capital, Wayfinder Ventures, Y Combinator",4000000.0,$4M,Seed
Dirac,,"Dirac's platform, BuildOS, automatically generates high quality work instructions for mechanical assemblies. Drafts that traditionally take weeks or months now take minutes or hours. BuildOS automates the monotony, retains tribal knowledge, and keeps your production going smoothly.",https://www.diracinc.com/,Construction,"Dirac's platform, BuildOS, automatically generates high quality work instructions for mechanical assemblies. Drafts that traditionally take weeks or months now take minutes or hours. BuildOS automates the monotony, retains tribal knowledge, and keeps your production going smoothly.",Startups Gallery,1.0,,"Coatue, Founders Fund",10700000.0,$10.7M,Seed
Bluefish,,"Bluefish is building the platform that helps brands engage consumers on this new AI channel, with powerful enterprise tools to manage AI brand safety and engage consumers with thoughtful and personalized AI marketing experiences.",https://www.bluefishai.com/,Productivity,"Bluefish is building the platform that helps brands engage consumers on this new AI channel, with powerful enterprise tools to manage AI brand safety and engage consumers with thoughtful and personalized AI marketing experiences.",Startups Gallery,1.0,,"Bloomberg Beta, Crane Venture Partners, New Enterprise Associates",20000000.0,$20M,Series A
Zed,,"We’re Zed Industries, a small and passionate team with a vision for building the world’s best text editor—for you, and for your team.  Zed isn’t our first editor. It’s the culmination of more than a decade of experience building tools for developers. We created the hackable text editor, Atom, and the pioneering software platform that launched an entirely new generation of desktop apps, Electron.",https://zed.dev/,DevTools,"We’re Zed Industries, a small and passionate team with a vision for building the world’s best text editor—for you, and for your team.  Zed isn’t our first editor. It’s the culmination of more than a decade of experience building tools for developers. We created the hackable text editor, Atom, and the pioneering software platform that launched an entirely new generation of desktop apps, Electron.",Startups Gallery,1.0,,"Preston Werner Ventures, Redpoint Ventures, Root Ventures, Sequoia Capital",32000000.0,$32M,Series B
EliseAI,,"EliseAI empowers housing and healthcare organizations with powerful automation and conversational AI, streamlining conversations, enhancing customer engagement, and delivering unparalleled efficiency across housing and property management operations.",https://www.eliseai.com/,AI,"EliseAI empowers housing and healthcare organizations with powerful automation and conversational AI, streamlining conversations, enhancing customer engagement, and delivering unparalleled efficiency across housing and property management operations.",Startups Gallery,1.0,,"Andreessen Horowitz, Bessemer Venture Partners, Divcowest, Koch Investments, Navitas Capital, Point72 Ventures, Sapphire Ventures",250000000.0,$250M,Series E
TinyFish,,"We are revolutionizing enterprise operations with mino, the world's most advanced web agent platform that fundamentally transforms how enterprises scale their operations. Our platform enables the creation and deployment of intelligent web agents that automate enterprise operations directly on the web—from complex data processing and customer interactions to multi-system integrations and decision-making workflows.",https://www.tinyfish.ai/,AI,"We are revolutionizing enterprise operations with mino, the world's most advanced web agent platform that fundamentally transforms how enterprises scale their operations. Our platform enables the creation and deployment of intelligent web agents that automate enterprise operations directly on the web—from complex data processing and customer interactions to multi-system integrations and decision-making workflows.",Startups Gallery,1.0,,"Iconiq Growth, Mango Capital, Usvp",47000000.0,$47M,Series A
Definite,,"All your data. One app. Zero pain. Definite pulls all your data into a single place for analytics and dashboards. No engineering or SQL required. Get a managed data warehouse, ELT, data modeling and transformations, and AI-assisted business intelligence in a single platform.",https://www.definite.app/,Analytics,"All your data. One app. Zero pain. Definite pulls all your data into a single place for analytics and dashboards. No engineering or SQL required. Get a managed data warehouse, ELT, data modeling and transformations, and AI-assisted business intelligence in a single platform.",Startups Gallery,1.0,,"Acrew Capital, Costanoa Ventures",10000000.0,$10M,Seed
Pylon,,"Pylon is the modern alternative to Zendesk, optimized for B2B. We bring together everything a post-sales teams team needs including a ticketing system, B2B omnichannel integrations (Slack Connect, Microsoft Teams), modern chat widget, knowledge base, AI support bot, account management, customer marketing, and more.",https://usepylon.com/,Productivity,"Pylon is the modern alternative to Zendesk, optimized for B2B. We bring together everything a post-sales teams team needs including a ticketing system, B2B omnichannel integrations (Slack Connect, Microsoft Teams), modern chat widget, knowledge base, AI support bot, account management, customer marketing, and more.",Startups Gallery,1.0,,"Andreessen Horowitz, Bain Capital Ventures, General Catalyst, Y Combinator",31000000.0,$31M,Series B
Firecrawl,,"Firecrawl is an API service that takes a URL, crawls it, and converts it into clean markdown. We crawl all accessible subpages and give you clean markdown for each. No sitemap required.",https://www.firecrawl.dev/,DevTools,"Firecrawl is an API service that takes a URL, crawls it, and converts it into clean markdown. We crawl all accessible subpages and give you clean markdown for each. No sitemap required.",Startups Gallery,1.0,,"Nexus Venture Partners, Y Combinator",14500000.0,$14.5M,Series A
